,zpid,price,city,latitude,longitude,bathrooms,bedrooms,living_area,lot_area,lot_area_unit,days_on_zillow,lot_sqft
0,2073568161.0,4980000.0,West Hollywood,34.100803,-118.38057,5.0,4.0,4126.0,4922.0,sqft,9.152951388888889,4922.0
1,19875153.0,1215000.0,Woodland Hills,34.180298,-118.6425,2.0,3.0,1825.0,7840.8,sqft,11.805891203703704,7840.8
2,20532606.0,2629000.0,Beverly Hills,34.112854,-118.433876,4.0,4.0,3019.0,0.9959,acres,4.864895833333334,43381.404
5,21313541.0,849000.0,San Pedro,33.713604,-118.29188,2.0,2.0,1154.0,5002.0,sqft,7.449178240740741,5002.0
6,20644461.0,949000.0,Los Angeles,34.0673,-118.17252,2.0,3.0,2158.0,9857.628,sqft,5.760671296296296,9857.628
7,20772260.0,799000.0,Los Angeles,34.10593,-118.18897,2.0,3.0,1300.0,5519.052,sqft,11.596493055555555,5519.052
9,19880191.0,2300000.0,Woodland Hills,34.181713,-118.65543,3.0,5.0,2967.0,0.2544536271808999,acres,13.449178240740741,11084.0
11,20761071.0,899000.0,Los Angeles,34.103657,-118.20901,3.0,3.0,1728.0,3084.048,sqft,11.62425925925926,3084.048
12,20802721.0,6395000.0,Los Angeles,34.12938,-118.372,6.0,4.0,4599.0,0.7614000000000001,acres,11.781122685185185,33166.584
14,20759214.0,1049000.0,Los Angeles,34.112896,-118.23193,2.0,2.0,2080.0,7711.0,sqft,5.449178240740741,7711.0
15,20199836.0,949950.0,Porter Ranch,34.28721,-118.55126,3.0,4.0,2207.0,9027.0,sqft,6.449178240740741,9027.0
16,95547747.0,135000000.0,Beverly Hills,34.09164,-118.436676,27.0,16.0,50000.0,6.03,acres,616.4381597222222,262666.8
18,19899908.0,1199000.0,Woodland Hills,34.16329,-118.61341,2.0,3.0,1270.0,0.2566,acres,5.718680555555555,11177.496
19,20523369.0,53000000.0,Beverly Hills,34.096416,-118.41697,10.0,6.0,19100.0,1.3892,acres,3.721875,60513.551999999996
20,20526802.0,170000000.0,Los Angeles,34.080185,-118.4439,20.0,7.0,28725.0,8.4049,acres,53.44365740740741,366117.44399999996
21,20045421.0,1399900.0,Los Angeles,34.12221,-118.349045,2.0,2.0,1260.0,3406.392,sqft,13.382141203703704,3406.392
22,20040613.0,1195000.0,North Hollywood,34.173668,-118.36454,3.0,3.0,1750.0,6599.0,sqft,15.449178240740741,6599.0
23,20146761.0,1049950.0,Granada Hills,34.266857,-118.48799,2.0,4.0,1760.0,7499.0,sqft,8.449178240740741,7499.0
24,20523735.0,69995000.0,Beverly Hills,34.098576,-118.43304,14.0,8.0,21800.0,5.6979,acres,35.40586805555556,248200.52399999998
25,20801115.0,1875000.0,Los Angeles,34.118515,-118.37,3.0,3.0,1920.0,5715.072,sqft,57.44396990740741,5715.072
26,20380683.0,1595000.0,Los Angeles,33.96167,-118.39082,3.0,4.0,1752.0,6534.0,sqft,13.46537037037037,6534.0
27,302794722.0,995000.0,Los Angeles,34.03095,-118.39402,4.0,3.0,1817.0,1097.712,sqft,4.656481481481482,1097.712
28,20586387.0,1213700.0,Los Angeles,34.013607,-118.338234,4.0,4.0,2315.0,6337.98,sqft,5.891597222222222,6337.98
29,20771018.0,699000.0,Los Angeles,34.121246,-118.197784,1.0,2.0,1042.0,6303.132,sqft,4.767175925925926,6303.132
30,20759653.0,899000.0,Los Angeles,34.110588,-118.22566,3.0,3.0,1310.0,4373.424,sqft,4.638495370370371,4373.424
31,250218759.0,400000000.0,Los Angeles,34.082935,-118.46026,59.0,39.0,70000.0,7.8619,acres,49.76765046296296,342464.364
32,20044937.0,4999999.0,Los Angeles,34.12971,-118.357544,7.0,6.0,5535.0,0.7010000000000001,acres,60.474837962962965,30535.56
33,20098249.0,890000.0,Tujunga,34.256264,-118.282364,3.0,3.0,1444.0,5573.0,sqft,6.449178240740741,5573.0
34,20634531.0,575000.0,Los Angeles,34.02607,-118.205666,2.0,3.0,1694.0,7033.0,sqft,4.449178240740741,7033.0
37,19951894.0,690000.0,Northridge,34.21976,-118.51427,2.0,3.0,1108.0,6473.0,sqft,8.449178240740741,6473.0
39,20523891.0,8995000.0,Los Angeles,34.089714,-118.4374,6.0,4.0,4723.0,1.0666,acres,5.728784722222223,46461.096
41,20040912.0,1095000.0,North Hollywood,34.170444,-118.36388,2.0,3.0,1551.0,5852.0,sqft,90.44917824074074,5852.0
42,462277443.0,499000.0,Los Angeles,34.08815,-118.21387,2.0,2.0,840.0,5462.0,sqft,40.4925,5462.0
44,19986348.0,3595000.0,Sherman Oaks,34.15431,-118.435814,6.0,6.0,4860.0,10582.0,sqft,99.44917824074074,10582.0
45,20768000.0,1499000.0,Los Angeles,34.126907,-118.19912,2.0,2.0,1823.0,6773.58,sqft,8.788229166666667,6773.58
46,20799175.0,79000000.0,Los Angeles,34.097294,-118.38683,9.0,5.0,15200.0,0.4196,acres,12.704224537037037,18277.775999999998
47,51576577.0,549000.0,Chatsworth,34.23903,-118.63705,1.0,2.0,779.0,5000.0,sqft,6.449178240740741,5000.0
49,20155346.0,755000.0,Porter Ranch,34.295006,-118.55912,3.0,3.0,1746.0,3478.0,sqft,83.44917824074074,3478.0
51,20533804.0,29995000.0,Beverly Hills,34.108967,-118.40636,10.0,7.0,10778.0,5.0364,acres,4.788101851851851,219385.58400000003
52,20546456.0,22900000.0,Los Angeles,34.060905,-118.49705,8.0,5.0,9206.0,0.6485,acres,4.661793981481481,28248.66
53,20799248.0,85000000.0,Los Angeles,34.09348,-118.39104,7.0,4.0,23894.0,0.2945,acres,229.6039236111111,12828.42
54,20806064.0,995000.0,Los Angeles,34.119785,-118.31647,3.0,3.0,1324.0,3850.704,sqft,21.55824074074074,3850.704
56,20011091.0,750000.0,North Hollywood,34.185635,-118.37609,5.0,4.0,2593.0,7426.98,sqft,74.43078703703704,7426.98
57,19877978.0,899000.0,Woodland Hills,34.173717,-118.62093,2.0,3.0,1533.0,8251.0,sqft,1.7673958333333333,8251.0
58,20033203.0,8995000.0,Beverly Hills,34.130913,-118.4242,8.0,7.0,8185.0,0.9913,acres,0.7533912037037037,43181.028
59,20582468.0,799000.0,Los Angeles,34.027126,-118.29882,1.0,3.0,975.0,2626.668,sqft,6.3845833333333335,2626.668
61,20090981.0,999000.0,Sunland,34.26515,-118.32783,2.0,4.0,1555.0,0.3068,acres,5.458275462962963,13364.208
63,19985551.0,1785000.0,Sherman Oaks,34.1623,-118.43314,3.0,3.0,2246.0,8446.0,sqft,1.5485648148148148,8446.0
64,19915604.0,999900.0,Reseda,34.20495,-118.53027,1.0,1.0,730.0,10109.0,sqft,180.44917824074074,10109.0
65,20116258.0,725000.0,Pacoima,34.258408,-118.42111,1.0,3.0,1088.0,7098.0,sqft,8.449178240740741,7098.0
67,447544330.0,4995000.0,Beverly Hills,34.11259,-118.3989,5.0,4.0,3558.0,0.4588,acres,0.7042476851851852,19985.327999999998
68,19991121.0,6188000.0,Encino,34.150635,-118.4735,8.0,6.0,8060.0,0.4420569329660239,acres,1.4491782407407408,19256.0
69,19990324.0,1999000.0,Sherman Oaks,34.14443,-118.47335,3.0,4.0,2422.0,0.4522268135904499,acres,1.4491782407407408,19699.0
71,20797629.0,1080000.0,Los Angeles,34.10544,-118.37087,2.0,3.0,1360.0,3829.0,sqft,6.449178240740741,3829.0
72,19879185.0,2895000.0,Woodland Hills,34.170593,-118.62659,6.0,4.0,5059.0,0.4133,acres,0.7112268518518519,18003.348
73,20075954.0,649999.0,San Fernando,34.303886,-118.42746,2.0,3.0,1648.0,7566.0,sqft,41.44917824074074,7566.0
75,20738679.0,999000.0,Los Angeles,34.07905,-118.277275,2.0,2.0,1133.0,3044.844,sqft,11.64505787037037,3044.844
77,20542662.0,4875000.0,Pacific Palisades,34.04113,-118.54377,4.0,4.0,2639.0,9104.04,sqft,0.15322916666666667,9104.04
78,19925042.0,559000.0,Winnetka,34.193127,-118.567696,3.0,3.0,1678.0,6542.0,sqft,9.449178240740741,6542.0
79,19911774.0,745000.0,Winnetka,34.20554,-118.584885,3.0,4.0,1476.0,8497.0,sqft,5.449178240740741,8497.0
80,19946418.0,3695000.0,Tarzana,34.163082,-118.55954,6.0,5.0,5297.0,0.6528236914600551,acres,45.44917824074074,28437.000000000004
81,243991671.0,95000000.0,Los Angeles,34.08585,-118.44305,20.0,9.0,18784.0,3.3248,acres,489.3895949074074,144828.288
82,463272967.0,1749000.0,Porter Ranch,34.290237,-118.583466,5.0,5.0,3362.0,6333.624,sqft,0.7422916666666667,6333.624
83,20326956.0,589950.0,Los Angeles,33.9848,-118.31837,1.0,2.0,900.0,4800.0,sqft,1.4491782407407408,4800.0
84,20691108.0,699000.0,Los Angeles,34.093567,-118.16844,1.0,2.0,1126.0,6793.0,sqft,1.4491782407407408,6793.0
85,19952906.0,775999.0,Van Nuys,34.205654,-118.51298,1.0,2.0,805.0,5602.0,sqft,1.4491782407407408,5602.0
86,20792206.0,349000.0,Los Angeles,34.097004,-118.306656,1.0,1.0,591.0,8720.712,sqft,12.55539351851852,8720.712
87,20145295.0,799000.0,North Hills,34.25512,-118.48845,2.0,3.0,1264.0,7862.0,sqft,1.4491782407407408,7862.0
88,448840603.0,449000.0,Canoga Park,34.21298,-118.60536,2.0,2.0,917.0,2.21,acres,32.60226851851852,96267.59999999999
89,20751230.0,989000.0,Los Angeles,34.113953,-118.25636,1.0,2.0,850.0,2500.344,sqft,13.159814814814816,2500.344
90,20536972.0,1999000.0,Los Angeles,34.066307,-118.480545,2.0,2.0,1042.0,7161.264,sqft,18.722430555555555,7161.264
91,19909834.0,849900.0,Canoga Park,34.2154,-118.59157,2.0,3.0,1383.0,7512.0,sqft,1.4491782407407408,7512.0
92,19914271.0,850000.0,Reseda,34.210842,-118.55692,1.0,3.0,1432.0,7502.0,sqft,1.4491782407407408,7502.0
93,19968619.0,850000.0,Van Nuys,34.193226,-118.47004,1.0,3.0,1162.0,5002.0,sqft,8.449178240740741,5002.0
94,20068297.0,999999.0,Sylmar,34.323982,-118.441475,2.0,4.0,1876.0,0.2799999999999999,acres,7.518206018518518,12196.799999999996
95,20762525.0,650000.0,Los Angeles,34.110634,-118.20595,1.0,2.0,1092.0,6155.0,sqft,218.44917824074074,6155.0
96,20950450.0,749000.0,Los Angeles,33.956497,-118.30233,1.0,3.0,1564.0,4520.0,sqft,1.4491782407407408,4520.0
97,20770127.0,999999.0,Los Angeles,34.127808,-118.18533,2.0,2.0,960.0,5249.0,sqft,261.44917824074076,5249.0
98,20811409.0,1895000.0,Los Angeles,34.105026,-118.28332,2.0,4.0,1864.0,5240.268,sqft,4.697824074074074,5240.268
99,460489865.0,700000.0,Encino,34.17443,-118.52364,4.0,4.0,1922.0,5151.0,sqft,1.4491782407407408,5151.0
100,20949398.0,599000.0,Los Angeles,33.95716,-118.31748,2.0,3.0,1314.0,5199.0,sqft,7.449178240740741,5199.0
101,20041778.0,1249000.0,North Hollywood,34.16246,-118.35854,2.0,3.0,1362.0,8132.652,sqft,0.5687731481481482,8132.652
102,20030624.0,1495000.0,Studio City,34.13753,-118.37834,2.0,3.0,1982.0,9021.276,sqft,6.62837962962963,9021.276
103,302798212.0,695000.0,Sylmar,34.31543,-118.42216,3.0,3.0,1586.0,3898.0,sqft,46.44917824074074,3898.0
104,20795042.0,125000000.0,Los Angeles,34.10515,-118.35751,12.0,7.0,22000.0,0.966,acres,14.729340277777778,42078.96
107,20581284.0,895000.0,Los Angeles,34.01668,-118.30384,3.0,4.0,1835.0,5253.336,sqft,0.4028935185185185,5253.336
109,20526281.0,3150000.0,Los Angeles,34.065514,-118.43233,4.0,5.0,2414.0,8977.716,sqft,5.6348263888888885,8977.716
110,20381679.0,2495000.0,Los Angeles,33.97223,-118.39868,4.0,5.0,2811.0,0.2549,acres,19.402673611111112,11103.444000000001
111,20449535.0,1295000.0,Venice,33.991463,-118.44781,2.0,2.0,928.0,4621.716,sqft,0.15322916666666667,4621.716
112,19874417.0,1045000.0,West Hills,34.19142,-118.64529,2.0,4.0,1804.0,7954.0,sqft,1.4491782407407408,7954.0
113,19899373.0,1399900.0,Woodland Hills,34.166782,-118.61227,3.0,3.0,1843.0,8828.0,sqft,1.4491782407407408,8828.0
114,20452419.0,2000000.0,Venice,33.992146,-118.45906,1.0,2.0,882.0,3602.412,sqft,0.47903935185185187,3602.412
115,20439749.0,1299000.0,Los Angeles,33.98998,-118.41024,2.0,3.0,1604.0,2883.672,sqft,11.448125,2883.672
116,20529105.0,65000000.0,Los Angeles,34.085274,-118.45674,12.0,6.0,14660.0,4.0792,acres,4.551863425925926,177689.95200000002
118,19977952.0,2499000.0,Encino,34.176792,-118.50817,4.0,4.0,2500.0,6002.0,sqft,1.4491782407407408,6002.0
120,19868627.0,829000.0,Canoga Park,34.195606,-118.612236,2.0,3.0,1693.0,7562.0,sqft,7.449178240740741,7562.0
121,20440005.0,1845000.0,Los Angeles,33.985943,-118.40868,3.0,4.0,2098.0,6625.476,sqft,4.635509259259259,6625.476
122,20689516.0,689000.0,Los Angeles,34.084587,-118.19685,2.0,3.0,1296.0,0.2515381083562902,acres,54.44917824074074,10957.000000000002
124,20024667.0,2300000.0,North Hollywood,34.15114,-118.385185,3.0,3.0,2450.0,7740.612,sqft,0.6244328703703703,7740.612
125,20461696.0,1498000.0,Los Angeles,34.03339,-118.42275,2.0,3.0,1624.0,6002.568,sqft,24.791805555555555,6002.568
126,20810069.0,3799000.0,Los Angeles,34.106808,-118.29475,4.0,3.0,3700.0,6502.0,sqft,1.4491782407407408,6502.0
127,20767191.0,1895000.0,Los Angeles,34.113422,-118.20712,3.0,3.0,2972.0,4870.008,sqft,0.4431712962962963,4870.008
129,19957686.0,889000.0,Van Nuys,34.205463,-118.43327,2.0,3.0,1564.0,8037.0,sqft,6.449178240740741,8037.0
130,20793713.0,3290000.0,Los Angeles,34.10546,-118.340355,4.0,4.0,3696.0,5662.8,sqft,0.4335185185185185,5662.8
132,402796541.0,2200000.0,Northridge,34.297665,-118.58266,6.0,5.0,4196.0,7403.0,sqft,1.4491782407407408,7403.0
135,19953737.0,1250000.0,Van Nuys,34.219955,-118.50714,4.0,6.0,2210.0,5963.0,sqft,2.4491782407407405,5963.0
136,20601469.0,2349000.0,Los Angeles,34.04515,-118.33173,3.0,5.0,3171.0,8947.224,sqft,1.4026157407407407,8947.224
137,19983288.0,3180000.0,Sherman Oaks,34.157433,-118.45993,7.0,5.0,4190.0,7573.0,sqft,68.44917824074074,7573.0
138,20799663.0,5995000.0,Los Angeles,34.102818,-118.39033,5.0,4.0,4400.0,0.4435,acres,1.2712037037037036,19318.86
139,19880556.0,1279000.0,Woodland Hills,34.178123,-118.6486,3.0,4.0,2313.0,0.2558310376492195,acres,13.25611111111111,11144.000000000002
140,20522925.0,4195000.0,Beverly Hills,34.09789,-118.40155,5.0,4.0,5635.0,0.2893939393939393,acres,61.152569444444445,12605.999999999996
141,20006290.0,799000.0,North Hollywood,34.196503,-118.41899,2.0,3.0,1364.0,6015.636,sqft,11.797800925925927,6015.636
142,20775697.0,5195000.0,Los Angeles,34.064266,-118.33753,6.0,5.0,4475.0,10493.604,sqft,5.728784722222223,10493.604
144,20530837.0,35000000.0,Los Angeles,34.12651,-118.46508,14.0,9.0,15360.0,5.36,acres,97.56524305555556,233481.6
148,20804090.0,2295000.0,Los Angeles,34.11016,-118.33261,3.0,3.0,2521.0,9147.6,sqft,6.7636921296296295,9147.6
149,19982126.0,1195000.0,Sherman Oaks,34.16186,-118.46247,2.0,3.0,1239.0,6756.156,sqft,12.614525462962963,6756.156
151,20802777.0,1600000.0,Los Angeles,34.123535,-118.37473,2.0,3.0,1584.0,6359.76,sqft,477.56519675925927,6359.76
152,19936811.0,1199900.0,Encino,34.177986,-118.52186,2.0,3.0,1600.0,5685.0,sqft,1.4491782407407408,5685.0
153,456266328.0,1099000.0,Sylmar,34.304707,-118.4701,3.0,5.0,2536.0,5092.164,sqft,208.57982638888888,5092.164
154,20016646.0,1899000.0,Valley Village,34.17061,-118.41052,3.0,4.0,2473.0,5100.876,sqft,12.353993055555556,5100.876
155,20541567.0,3350000.0,Pacific Palisades,34.04205,-118.53624,5.0,4.0,3151.0,5932.872,sqft,4.59650462962963,5932.872
156,20537876.0,9500000.0,Los Angeles,34.053604,-118.487015,8.0,4.0,2869.0,0.4475999999999999,acres,2.6593981481481483,19497.455999999995
159,59248576.0,2049000.0,Canoga Park,34.20927,-118.64094,4.0,5.0,5003.0,0.2540633608815427,acres,5.449178240740741,11067.0
163,20771932.0,1289000.0,Los Angeles,34.121216,-118.18178,3.0,3.0,1592.0,4800.312,sqft,4.412662037037037,4800.312
164,20745170.0,1395000.0,Los Angeles,34.08576,-118.27562,2.0,2.0,1320.0,3432.528,sqft,8.434386574074074,3432.528
165,20028131.0,2200000.0,Studio City,34.13905,-118.392426,3.0,4.0,2880.0,4738.0,sqft,4.328055555555555,4738.0
166,20032636.0,1799000.0,Sherman Oaks,34.137688,-118.42225,6.0,5.0,3196.0,9016.92,sqft,5.763518518518518,9016.92
167,20751870.0,1299000.0,Los Angeles,34.110832,-118.26107,2.0,3.0,1852.0,6960.888,sqft,12.755891203703703,6960.888
168,21293254.0,679000.0,Wilmington,33.789692,-118.27826,2.0,3.0,1220.0,6509.0,sqft,22.44917824074074,6509.0
169,20801662.0,1975000.0,Los Angeles,34.1052,-118.377914,2.0,3.0,1596.0,3001.284,sqft,33.63118055555555,3001.284
170,19924350.0,899500.0,Reseda,34.188873,-118.55796,2.0,3.0,1510.0,6969.0,sqft,8.449178240740741,6969.0
171,51585913.0,29850000.0,Los Angeles,34.10766,-118.30294,10.0,6.0,11000.0,1.9598,acres,43.86050925925926,85368.888
172,20031634.0,1899900.0,Studio City,34.12793,-118.381035,3.0,3.0,2384.0,8982.072,sqft,4.857858796296297,8982.072
173,20158501.0,1285000.0,Chatsworth,34.267513,-118.582664,4.0,5.0,3207.0,0.2517676767676767,acres,14.449178240740741,10966.999999999996
174,20634932.0,490000.0,Los Angeles,34.02611,-118.2095,1.0,2.0,784.0,2250.0,sqft,375.44917824074076,2250.0
176,21314240.0,699000.0,San Pedro,33.719837,-118.29486,1.0,2.0,832.0,3664.0,sqft,36.44917824074074,3664.0
177,20103409.0,639000.0,Sylmar,34.325905,-118.440025,2.0,2.0,1268.0,7.5762,acres,14.449178240740741,330019.272
178,19946270.0,10999999.0,Woodland Hills,34.149853,-118.582794,10.0,7.0,10550.0,0.7920798898071625,acres,298.44917824074076,34503.0
179,20614687.0,459900.0,Los Angeles,33.991127,-118.24267,2.0,2.0,750.0,1440.0,sqft,106.44917824074074,1440.0
181,20638436.0,475000.0,Los Angeles,34.06736,-118.21007,1.0,2.0,1148.0,3442.0,sqft,29.44917824074074,3442.0
183,20537025.0,54000000.0,Los Angeles,34.065533,-118.47972,15.0,9.0,20000.0,1.0595,acres,57.547847222222224,46151.82000000001
184,21301395.0,825000.0,San Pedro,33.76295,-118.29693,2.0,3.0,1328.0,5441.0,sqft,7.449178240740741,5441.0
186,20095960.0,849999.0,Tujunga,34.253517,-118.30017,2.0,3.0,1937.0,5629.0,sqft,30.702476851851852,5629.0
188,20526767.0,34500000.0,Los Angeles,34.079338,-118.452065,11.0,7.0,14287.0,1.243,acres,84.6630787037037,54145.08
189,21309571.0,1175000.0,San Pedro,33.73288,-118.30151,2.0,4.0,2132.0,6816.0,sqft,56.44917824074074,6816.0
190,20742886.0,3495000.0,Los Angeles,34.090755,-118.248085,2.0,3.0,2509.0,6386.0,sqft,33.44917824074074,6386.0
191,19927358.0,759950.0,Winnetka,34.196873,-118.58442,2.0,3.0,1380.0,7405.2,sqft,6.418287037037037,7405.2
192,19956945.0,899000.0,Panorama City,34.216805,-118.4326,3.0,4.0,2125.0,6190.0,sqft,28.44917824074074,6190.0
193,21311195.0,992500.0,San Pedro,33.72818,-118.302956,2.0,3.0,1320.0,5000.0,sqft,110.44917824074074,5000.0
195,20559449.0,49500000.0,Los Angeles,34.083813,-118.49853,11.0,7.0,11449.0,2.4721,acres,111.74268518518518,107684.676
197,19880136.0,1299000.0,Woodland Hills,34.16285,-118.63364,3.0,3.0,1787.0,6033.06,sqft,46.468159722222225,6033.06
198,20385662.0,2849000.0,Playa Del Rey,33.960915,-118.43915,4.0,4.0,3346.0,6046.0,sqft,91.44917824074074,6046.0
200,19937301.0,1025000.0,Tarzana,34.166897,-118.52837,3.0,4.0,2033.0,5656.0,sqft,51.44917824074074,5656.0
201,20184197.0,1099000.0,Northridge,34.22158,-118.528015,3.0,5.0,2092.0,8499.0,sqft,95.44917824074074,8499.0
202,95645615.0,589000.0,Pacoima,34.24932,-118.41661,1.0,2.0,1208.0,6795.36,sqft,50.571724537037035,6795.36
204,19982868.0,1149000.0,Sherman Oaks,34.15823,-118.46429,6.0,5.0,3226.0,6045.0,sqft,46.44917824074074,6045.0
205,20851022.0,1498000.0,Los Angeles,34.13543,-118.21833,2.0,5.0,1882.0,8328.0,sqft,8.449178240740741,8328.0
206,20444025.0,1950000.0,Venice,33.984528,-118.46615,1.0,1.0,436.0,2848.824,sqft,46.61097222222222,2848.824
209,20759474.0,1050000.0,Los Angeles,34.10934,-118.229256,2.0,3.0,1708.0,8812.188,sqft,31.43337962962963,8812.188
210,20183202.0,1099990.0,Northridge,34.22166,-118.54573,3.0,4.0,2108.0,6141.0,sqft,20.44917824074074,6141.0
211,20798431.0,4995000.0,Los Angeles,34.098656,-118.37264,4.0,4.0,2807.0,9713.88,sqft,47.47221064814815,9713.88
212,20768433.0,999000.0,Los Angeles,34.12394,-118.2019,2.0,2.0,1067.0,5201.064,sqft,12.330219907407407,5201.064
213,20492876.0,2495000.0,Los Angeles,34.045486,-118.38928,2.0,3.0,2026.0,9217.296,sqft,5.760671296296296,9217.296
215,20450501.0,1595000.0,Venice,33.987324,-118.46681,2.0,3.0,1130.0,1964.556,sqft,46.84987268518518,1964.556
216,20082261.0,2299000.0,Sunland,34.264942,-118.35655,5.0,5.0,4092.0,0.4369146005509642,acres,6.449178240740741,19032.0
218,20609385.0,1998000.0,Los Angeles,34.057877,-118.36928,4.0,6.0,4007.0,5491.0,sqft,21.44917824074074,5491.0
219,20809434.0,9985000.0,Los Angeles,34.11459,-118.287796,11.0,6.0,10472.0,0.9003,acres,183.2083912037037,39217.068
221,19989095.0,1379000.0,Sherman Oaks,34.142246,-118.45399,2.0,3.0,1736.0,9557.064,sqft,243.27119212962964,9557.064
222,19969544.0,715000.0,Van Nuys,34.192646,-118.44027,1.0,3.0,1173.0,5502.0,sqft,9.449178240740741,5502.0
224,20093390.0,599000.0,Sunland,34.26597,-118.312515,1.0,3.0,844.0,3978.0,sqft,21.44917824074074,3978.0
226,20647659.0,425000.0,Los Angeles,34.05088,-118.19615,1.0,2.0,689.0,4800.0,sqft,49.44917824074074,4800.0
227,20452267.0,2495000.0,Venice,33.991535,-118.46031,2.0,3.0,1305.0,3018.708,sqft,11.614560185185185,3018.708
228,2072143828.0,5295000.0,Los Angeles,34.014263,-118.35842,7.0,5.0,6001.0,10031.868,sqft,48.75716435185185,10031.868
230,20108493.0,799950.0,Granada Hills,34.282013,-118.50247,3.0,4.0,1624.0,8530.0,sqft,114.44917824074074,8530.0
231,20743620.0,1299000.0,Los Angeles,34.08661,-118.26413,2.0,2.0,1411.0,7984.548,sqft,7.715752314814814,7984.548
232,20109427.0,875000.0,Granada Hills,34.294746,-118.50283,2.0,4.0,2110.0,0.2729568411386593,acres,23.44917824074074,11890.0
233,20460836.0,1450000.0,Los Angeles,34.03066,-118.418076,2.0,3.0,1380.0,7287.588,sqft,22.507025462962964,7287.588
234,21353506.0,1700000.0,San Pedro,33.72895,-118.32486,3.0,4.0,2492.0,6992.0,sqft,14.449178240740741,6992.0
236,20584893.0,899000.0,Los Angeles,34.031723,-118.358,2.0,3.0,1175.0,3606.768,sqft,43.346608796296294,3606.768
237,51577783.0,799999.0,Canoga Park,34.216103,-118.612816,2.0,3.0,1587.0,7947.0,sqft,13.449178240740741,7947.0
239,20461630.0,1900000.0,Los Angeles,34.03465,-118.41972,3.0,4.0,2364.0,7152.552,sqft,20.493020833333333,7152.552
240,348937420.0,4000000.0,Los Angeles,34.10592,-118.366486,5.0,6.0,4888.0,8311.248,sqft,33.56263888888889,8311.248
241,20544043.0,34000000.0,Pacific Palisades,34.053806,-118.53341,10.0,6.0,12000.0,0.805,acres,29.593229166666667,35065.8
242,20148543.0,1099500.0,Granada Hills,34.261368,-118.5018,3.0,4.0,1937.0,6851.0,sqft,30.44917824074074,6851.0
243,20781179.0,1850000.0,Los Angeles,34.080902,-118.30009,3.0,4.0,3134.0,8703.288,sqft,138.62546296296296,8703.288
244,20092223.0,799000.0,Sunland,34.26917,-118.306,2.0,3.0,1134.0,4256.0,sqft,98.44917824074074,4256.0
245,19989949.0,1599000.0,Sherman Oaks,34.13371,-118.46373,2.0,3.0,1962.0,10402.128,sqft,11.721469907407407,10402.128
246,20744892.0,1387000.0,Los Angeles,34.08914,-118.272,2.0,3.0,1537.0,5375.304,sqft,12.83,5375.304
247,19943283.0,959000.0,Woodland Hills,34.162086,-118.60764,2.0,3.0,1070.0,6250.86,sqft,12.541631944444445,6250.86
249,19985794.0,3275000.0,Sherman Oaks,34.162483,-118.437775,6.0,5.0,3636.0,6067.908,sqft,60.423541666666665,6067.908
251,20792186.0,775000.0,Los Angeles,34.095192,-118.30598,1.0,2.0,988.0,2369.664,sqft,40.71795138888889,2369.664
252,20073839.0,1195000.0,Sylmar,34.31253,-118.426956,4.0,4.0,2473.0,0.7765,acres,19.72158564814815,33824.34
253,21308785.0,799000.0,San Pedro,33.731236,-118.28695,2.0,3.0,1315.0,4809.024,sqft,13.517233796296296,4809.024
254,20453428.0,1499000.0,Venice,34.00302,-118.468735,2.0,3.0,1220.0,4191.0,sqft,198.44917824074074,4191.0
255,20140644.0,748999.0,Granada Hills,34.27123,-118.47993,2.0,3.0,1264.0,7018.0,sqft,19.44917824074074,7018.0
256,20747095.0,1600000.0,Los Angeles,34.097095,-118.27718,3.0,4.0,1896.0,3203.0,sqft,22.44917824074074,3203.0
257,20777524.0,1980000.0,Los Angeles,34.073265,-118.3535,4.0,4.0,2163.0,5985.144,sqft,92.69060185185185,5985.144
259,19986392.0,1499000.0,Sherman Oaks,34.154762,-118.43507,2.0,3.0,1713.0,7762.392,sqft,19.43665509259259,7762.392
260,20768887.0,1279000.0,Los Angeles,34.131424,-118.19687,2.0,3.0,1443.0,6342.336,sqft,13.673819444444444,6342.336
261,65235789.0,1899900.0,Los Angeles,34.124863,-118.346,4.0,4.0,2907.0,4356.0,sqft,48.21836805555556,4356.0
262,20768121.0,1698000.0,Los Angeles,34.121967,-118.19848,4.0,5.0,2081.0,5223.0,sqft,12.449178240740741,5223.0
264,20045916.0,999000.0,Los Angeles,34.124138,-118.34533,3.0,2.0,1558.0,2369.664,sqft,21.607291666666665,2369.664
265,20800277.0,1425000.0,Los Angeles,34.110172,-118.38355,2.0,3.0,1398.0,8267.688,sqft,34.2006712962963,8267.688
266,21308506.0,549000.0,San Pedro,33.73448,-118.28555,1.0,2.0,624.0,1448.0,sqft,43.44917824074074,1448.0
267,20535254.0,4995000.0,Los Angeles,34.060204,-118.47134,4.0,4.0,3004.0,10310.652,sqft,19.64162037037037,10310.652
268,20801621.0,1495000.0,Los Angeles,34.107506,-118.37833,4.0,3.0,1615.0,6002.568,sqft,62.48636574074074,6002.568
269,95552094.0,2850000.0,Los Angeles,34.116882,-118.326355,4.0,4.0,4291.0,6894.0,sqft,82.44917824074074,6894.0
270,19867178.0,750000.0,Canoga Park,34.202213,-118.608635,5.0,7.0,2468.0,6503.0,sqft,767.4491782407407,6503.0
