,zpid,price,city,latitude,longitude,bathrooms,bedrooms,living_area,lot_area,lot_area_unit,days_on_zillow,lot_sqft
2589,2053938343.0,895000.0,Riverside,33.860085,-117.43527,3.0,3.0,2304.0,6970.0,sqft,59.6850462962963,6970.0
2590,82810990.0,895000.0,Riverside,33.872322,-117.48566,4.0,3.0,3450.0,7405.2,sqft,31.88508101851852,7405.2
2591,17855359.0,685000.0,Riverside,33.917973,-117.4273,2.0,3.0,1396.0,8276.0,sqft,46.6850462962963,8276.0
2592,351448277.0,894990.0,Riverside,33.8593,-117.43706,2.0,3.0,2304.0,6420.0,sqft,143.6850462962963,6420.0
2618,463022065.0,299000.0,South Lake Tahoe,38.84533,-120.021255,2.0,3.0,1020.0,10018.8,sqft,13.02130787037037,10018.8
2619,18584936.0,775000.0,South Lake Tahoe,38.844685,-120.02022,3.0,3.0,1696.0,7405.2,sqft,1.5940625,7405.2
2620,18600583.0,710000.0,South Lake Tahoe,38.907635,-119.967674,2.0,3.0,1799.0,9147.6,sqft,1.866273148148148,9147.6
2621,195439764.0,45000000.0,South Lake Tahoe,39.007656,-120.112976,8.0,6.0,10524.0,5.21,acres,359.7948958333333,226947.6
2622,18580453.0,655000.0,South Lake Tahoe,38.918865,-119.980125,2.0,4.0,1300.0,4356.0,sqft,2.452673611111111,4356.0
2623,95420582.0,978000.0,South Lake Tahoe,38.92599,-119.978065,2.0,3.0,1440.0,4791.6,sqft,4.962303240740741,4791.6
2624,18575222.0,798000.0,South Lake Tahoe,38.905308,-119.953064,3.0,3.0,2006.0,0.3013,acres,1.9245717592592593,13124.628
2625,18579109.0,509000.0,South Lake Tahoe,38.951023,-119.945755,1.0,2.0,832.0,6098.4,sqft,2.038587962962963,6098.4
2626,462927045.0,443000.0,South Lake Tahoe,38.93941,-119.97371,2.0,2.0,1120.0,7405.2,sqft,16.92480324074074,7405.2
2627,18575020.0,975000.0,South Lake Tahoe,38.927666,-119.9576,3.0,5.0,2185.0,0.27,acres,0.8775925925925926,11761.2
2630,195373193.0,649000.0,South Lake Tahoe,38.94316,-119.95452,2.0,3.0,968.0,5000.688,sqft,12.883622685185186,5000.688
2631,18577650.0,449000.0,South Lake Tahoe,38.942444,-119.97201,1.0,2.0,684.0,5662.8,sqft,0.9854513888888888,5662.8
2632,18574617.0,625000.0,South Lake Tahoe,38.938198,-119.971115,2.0,4.0,1988.0,4791.6,sqft,79.4884375,4791.6
2634,79786079.0,4200000.0,South Lake Tahoe,38.887936,-120.05614,5.0,4.0,2858.0,12.9,acres,86.94618055555556,561924.0
2635,18584436.0,539000.0,South Lake Tahoe,38.860703,-120.001785,2.0,2.0,1303.0,7840.8,sqft,28.887037037037036,7840.8
2636,18584742.0,550000.0,South Lake Tahoe,38.861988,-120.019104,2.0,3.0,1152.0,7405.2,sqft,28.393483796296298,7405.2
2637,119595095.0,18500000.0,South Lake Tahoe,38.937252,-119.93539,18.0,17.0,16500.0,15.34,acres,354.79901620370373,668210.4
2638,18583137.0,699999.0,South Lake Tahoe,38.893684,-119.984344,2.0,3.0,1380.0,6534.0,sqft,7.704537037037037,6534.0
2639,18582953.0,790000.0,South Lake Tahoe,38.886898,-119.99025,2.0,4.0,1602.0,0.2799999999999999,acres,2.4582060185185184,12196.799999999996
2641,18585606.0,499000.0,South Lake Tahoe,38.82537,-120.04728,1.0,3.0,1400.0,0.6699954086317723,acres,25.91351851851852,29185.000000000004
2642,18585200.0,515000.0,South Lake Tahoe,38.82342,-120.04202,1.0,3.0,1178.0,0.38,acres,5.8399074074074075,16552.8
2643,18576559.0,649000.0,South Lake Tahoe,38.938805,-119.98466,2.0,3.0,1188.0,6098.4,sqft,6.139108796296297,6098.4
2644,2109029519.0,449000.0,South Lake Tahoe,38.92547,-120.080894,1.0,2.0,800.0,0.31,acres,30.85667824074074,13503.6
2645,18574512.0,428000.0,South Lake Tahoe,38.91977,-119.97083,1.0,4.0,1080.0,8712.0,sqft,331.62231481481484,8712.0
2646,195377073.0,524000.0,South Lake Tahoe,38.900993,-120.000336,2.0,2.0,1300.0,8276.4,sqft,1.7274074074074075,8276.4
2647,18601144.0,545000.0,South Lake Tahoe,38.863598,-119.997185,1.0,2.0,864.0,8712.0,sqft,2.793391203703704,8712.0
2648,18571569.0,3595000.0,South Lake Tahoe,38.933296,-120.01345,3.0,4.0,3845.0,0.3299999999999999,acres,8.882939814814815,14374.799999999996
2649,18579902.0,535000.0,South Lake Tahoe,38.921986,-119.98398,1.0,2.0,912.0,5227.2,sqft,3.728460648148148,5227.2
2650,18582880.0,724000.0,South Lake Tahoe,38.868046,-120.00385,2.0,3.0,1613.0,9583.2,sqft,2.6141782407407406,9583.2
2651,18580297.0,669000.0,South Lake Tahoe,38.92209,-119.97915,3.0,3.0,1363.0,5227.2,sqft,36.92753472222222,5227.2
2652,18573618.0,699000.0,South Lake Tahoe,38.925285,-120.00153,2.0,4.0,1482.0,5662.8,sqft,29.520682870370372,5662.8
2654,18582837.0,679000.0,South Lake Tahoe,38.89288,-119.987465,2.0,3.0,1592.0,0.27,acres,46.12677083333333,11761.2
2655,18573982.0,549000.0,South Lake Tahoe,38.922256,-119.99545,2.0,3.0,1280.0,8712.0,sqft,29.032777777777778,8712.0
2656,18600837.0,739000.0,South Lake Tahoe,38.902546,-119.97928,2.0,3.0,1597.0,7840.8,sqft,22.836967592592593,7840.8
2660,195367513.0,519000.0,South Lake Tahoe,38.91273,-120.01349,1.0,2.0,767.0,7601.22,sqft,85.91892361111111,7601.22
2661,95388587.0,1450000.0,South Lake Tahoe,38.84895,-120.02447,3.0,4.0,2382.0,5662.8,sqft,4.7954282407407405,5662.8
2663,250454729.0,1188000.0,South Lake Tahoe,38.939995,-119.983826,3.0,4.0,2382.0,6098.4,sqft,4.996493055555556,6098.4
2664,18578728.0,895000.0,South Lake Tahoe,38.945515,-119.94172,2.0,4.0,2254.0,1999.404,sqft,4.839872685185185,1999.404
2665,18573386.0,0.0,South Lake Tahoe,38.914696,-120.022064,2.0,3.0,1144.0,6534.0,sqft,25.016180555555554,6534.0
2666,18571588.0,1748000.0,South Lake Tahoe,38.934128,-120.015625,3.0,3.0,2329.0,6969.6,sqft,106.41369212962962,6969.6
2667,18572882.0,699000.0,South Lake Tahoe,38.916298,-120.02081,2.0,3.0,1337.0,6599.34,sqft,26.06423611111111,6599.34
2668,18574773.0,650000.0,South Lake Tahoe,38.929592,-119.958145,2.0,3.0,1332.0,6098.4,sqft,30.801145833333333,6098.4
2669,18580371.0,619000.0,South Lake Tahoe,38.923023,-119.97733,2.0,4.0,1960.0,5227.2,sqft,31.785949074074075,5227.2
2670,18584434.0,898000.0,South Lake Tahoe,38.86119,-120.0016,2.0,3.0,2124.0,10018.8,sqft,88.91571759259259,10018.8
2671,18577598.0,425000.0,South Lake Tahoe,38.94327,-119.95733,1.0,1.0,484.0,4791.6,sqft,42.643425925925925,4791.6
2673,18578429.0,450000.0,South Lake Tahoe,38.945446,-119.948425,1.0,2.0,412.0,10018.8,sqft,380.3849421296296,10018.8
2674,18573275.0,698000.0,South Lake Tahoe,38.92393,-120.0078,1.0,2.0,1434.0,6098.4,sqft,32.95805555555555,6098.4
2675,18582431.0,849000.0,South Lake Tahoe,38.87465,-120.03287,2.0,3.0,1723.0,0.3299999999999999,acres,23.764155092592592,14374.799999999996
2677,18580190.0,485000.0,South Lake Tahoe,38.919662,-119.98267,2.0,4.0,1560.0,4791.6,sqft,23.03582175925926,4791.6
2678,18577833.0,7788000.0,South Lake Tahoe,38.942486,-119.966286,15.0,11.0,10303.0,0.63,acres,91.6109375,27442.8
2680,18572843.0,559000.0,South Lake Tahoe,38.91835,-120.00688,2.0,2.0,1236.0,7405.2,sqft,91.51320601851852,7405.2
2681,18580607.0,514888.0,South Lake Tahoe,38.929066,-119.98449,1.0,2.0,1168.0,6098.4,sqft,232.78668981481482,6098.4
2683,18570823.0,2100000.0,South Lake Tahoe,38.932953,-120.00673,3.0,4.0,2368.0,7405.2,sqft,38.787835648148146,7405.2
2684,18583337.0,980000.0,South Lake Tahoe,38.85609,-120.01036,3.0,3.0,2624.0,0.25,acres,10.661655092592593,10890.0
2685,18600623.0,725000.0,South Lake Tahoe,38.90964,-119.96723,2.0,3.0,1428.0,7405.2,sqft,13.73508101851852,7405.2
2686,18573050.0,549028.0,South Lake Tahoe,38.912758,-120.01445,2.0,3.0,1128.0,7840.8,sqft,51.83240740740741,7840.8
2688,18581121.0,495000.0,South Lake Tahoe,38.908875,-120.00568,1.0,2.0,756.0,6098.4,sqft,99.97898148148148,6098.4
2690,18579342.0,960000.0,South Lake Tahoe,38.93727,-119.94562,2.0,2.0,1320.0,0.2799999999999999,acres,72.62701388888888,12196.799999999996
2691,18585208.0,3850000.0,South Lake Tahoe,38.80158,-120.01842,5.0,5.0,5152.0,1.63,acres,28.992511574074076,71002.79999999999
2692,18584275.0,592000.0,South Lake Tahoe,38.860226,-120.0323,1.0,2.0,832.0,0.25,acres,9.75258101851852,10890.0
2693,18583493.0,1065000.0,South Lake Tahoe,38.852814,-120.00247,3.0,4.0,3189.0,0.25,acres,65.0440162037037,10890.0
2694,95442729.0,1148000.0,South Lake Tahoe,38.865055,-119.99943,3.0,4.0,2407.0,7792.884,sqft,13.040752314814815,7792.884
2695,18581297.0,599999.0,South Lake Tahoe,38.907387,-120.00602,2.0,3.0,1641.0,4792.0,sqft,77.6862037037037,4792.0
2696,18601154.0,859000.0,South Lake Tahoe,38.865208,-120.00305,2.0,4.0,1900.0,10598.148,sqft,43.04219907407408,10598.148
2698,83901634.0,779900.0,South Lake Tahoe,38.858852,-120.0008,2.0,3.0,1660.0,8799.12,sqft,36.88311342592593,8799.12
2700,18583099.0,1250000.0,South Lake Tahoe,38.89246,-119.98487,4.0,4.0,2231.0,6098.4,sqft,28.730011574074073,6098.4
2701,18578810.0,885000.0,South Lake Tahoe,38.945713,-119.941315,2.0,3.0,2251.0,2178.0,sqft,43.899849537037035,2178.0
2702,18583336.0,609000.0,South Lake Tahoe,38.856113,-120.009674,2.0,3.0,1440.0,10454.4,sqft,38.74472222222222,10454.4
2703,18600483.0,749000.0,South Lake Tahoe,38.892212,-119.97689,3.0,5.0,2000.0,6098.4,sqft,29.985902777777778,6098.4
2707,18600671.0,799000.0,South Lake Tahoe,38.90791,-119.963646,3.0,3.0,2244.0,9583.2,sqft,16.686203703703704,9583.2
2710,68970771.0,998000.0,South Lake Tahoe,38.808987,-120.0192,3.0,4.0,2421.0,0.3,acres,31.7734375,13068.0
2711,18600651.0,799000.0,South Lake Tahoe,38.908356,-119.96507,2.0,3.0,1317.0,6969.6,sqft,10.051701388888889,6969.6
2712,18581479.0,979000.0,South Lake Tahoe,38.896816,-120.035965,3.0,4.0,2667.0,10018.8,sqft,16.839791666666667,10018.8
2713,18581927.0,769000.0,South Lake Tahoe,38.872997,-119.99713,2.0,4.0,1490.0,10018.8,sqft,34.112118055555555,10018.8
2714,18601034.0,640000.0,South Lake Tahoe,38.87099,-119.99524,2.0,3.0,1408.0,7840.8,sqft,59.99274305555556,7840.8
2715,18580309.0,515000.0,South Lake Tahoe,38.920506,-119.97969,1.0,2.0,780.0,5227.2,sqft,92.99628472222223,5227.2
2716,18584035.0,665000.0,South Lake Tahoe,38.862026,-120.03565,1.0,3.0,1440.0,10454.4,sqft,110.7845138888889,10454.4
2717,95447548.0,2488888.0,South Lake Tahoe,38.900303,-120.0342,8.0,7.0,4580.0,0.2899908172635445,acres,16.599537037037038,12631.999999999998
2718,18584295.0,905000.0,South Lake Tahoe,38.85668,-120.03281,3.0,3.0,1640.0,0.52,acres,37.08164351851852,22651.2
2719,18572490.0,1400000.0,South Lake Tahoe,38.915806,-120.01254,5.0,5.0,3822.0,10018.8,sqft,50.94456018518518,10018.8
2720,18582685.0,975000.0,South Lake Tahoe,38.88086,-119.98855,4.0,5.0,2538.0,8062.956,sqft,87.83622685185185,8062.956
2721,18576411.0,545000.0,South Lake Tahoe,38.939556,-119.98829,1.0,2.0,672.0,6098.4,sqft,182.61350694444445,6098.4
2722,18583374.0,969000.0,South Lake Tahoe,38.856506,-120.00416,3.0,3.0,2264.0,7840.8,sqft,35.670960648148146,7840.8
2723,462477248.0,7600000.0,South Lake Tahoe,39.016502,-120.11758,5.0,4.0,2128.0,0.43,acres,36.80501157407407,18730.8
2724,83903928.0,945000.0,South Lake Tahoe,38.901566,-120.00034,3.0,3.0,2150.0,0.32,acres,43.897083333333335,13939.2
2725,95426877.0,1998000.0,South Lake Tahoe,38.905415,-119.96483,3.0,5.0,3430.0,10018.8,sqft,87.06162037037036,10018.8
2726,18583033.0,459000.0,South Lake Tahoe,38.86439,-120.037964,2.0,2.0,851.0,10454.4,sqft,345.84153935185185,10454.4
2727,18584863.0,820000.0,South Lake Tahoe,38.84802,-120.01801,2.0,5.0,2208.0,0.25,acres,61.886608796296294,10890.0
2729,18600736.0,1195000.0,South Lake Tahoe,38.90377,-119.98158,3.0,4.0,3453.0,10454.4,sqft,150.84758101851853,10454.4
2730,18575049.0,5988000.0,South Lake Tahoe,38.933235,-119.95057,5.0,5.0,5374.0,5.0,acres,354.014224537037,217800.0
2732,95448036.0,1345000.0,South Lake Tahoe,38.857094,-120.016106,3.0,4.0,2455.0,6098.4,sqft,66.71519675925926,6098.4
2733,95036722.0,1500000.0,South Lake Tahoe,38.899914,-120.0017,3.0,4.0,2798.0,10454.0,sqft,5.686203703703704,10454.0
2734,18581837.0,1700000.0,South Lake Tahoe,38.88552,-120.03963,3.0,5.0,3032.0,10018.8,sqft,43.641284722222224,10018.8
2735,18582736.0,959000.0,South Lake Tahoe,38.88365,-119.98852,3.0,4.0,2390.0,0.2751,acres,47.172164351851855,11983.356
2736,18583340.0,835000.0,South Lake Tahoe,38.855637,-120.01067,2.0,3.0,1742.0,0.3,acres,288.72106481481484,13068.0
2737,119597453.0,1188000.0,South Lake Tahoe,38.846203,-120.028305,5.0,8.0,3615.0,1.44,acres,41.99427083333333,62726.399999999994
2738,18583516.0,925000.0,South Lake Tahoe,38.850838,-120.0038,2.0,3.0,1664.0,0.37,acres,12.904444444444444,16117.199999999999
2739,18575646.0,685000.0,South Lake Tahoe,38.92672,-119.96449,2.0,4.0,1376.0,6098.4,sqft,267.6862037037037,6098.4
2740,18601143.0,575000.0,South Lake Tahoe,38.863598,-119.997665,2.0,3.0,1160.0,9147.6,sqft,70.83598379629629,9147.6
2741,18583483.0,685000.0,South Lake Tahoe,38.854244,-120.00491,2.0,3.0,1512.0,10018.8,sqft,31.851180555555555,10018.8
2742,18579042.0,1475000.0,South Lake Tahoe,38.94721,-119.94353,2.0,3.0,2789.0,0.76,acres,171.97506944444444,33105.6
2743,18600431.0,1070000.0,South Lake Tahoe,38.892982,-119.980606,5.0,4.0,3396.0,0.36,acres,29.985902777777778,15681.599999999999
2744,18601005.0,699000.0,South Lake Tahoe,38.872147,-119.99466,3.0,3.0,1680.0,10720.116,sqft,31.715092592592594,10720.116
2745,18600860.0,728000.0,South Lake Tahoe,38.903515,-119.97713,2.0,5.0,1584.0,10454.4,sqft,30.01789351851852,10454.4
2749,18574208.0,1075000.0,South Lake Tahoe,38.932076,-119.95551,2.0,4.0,1714.0,0.2655,acres,38.62108796296296,11565.18
2750,18579399.0,2980000.0,South Lake Tahoe,38.94038,-119.93645,6.0,4.0,3822.0,0.82,acres,276.4422916666667,35719.2
2752,325572091.0,799000.0,South Lake Tahoe,38.94832,-119.94708,3.0,3.0,1660.0,5227.2,sqft,212.76208333333332,5227.2
2753,18582821.0,1595000.0,South Lake Tahoe,38.889248,-119.985825,3.0,5.0,2576.0,0.29,acres,23.064988425925925,12632.4
2754,18583106.0,715000.0,South Lake Tahoe,38.894054,-119.983734,2.0,3.0,1512.0,6098.4,sqft,65.30900462962963,6098.4
2755,69230023.0,1199999.0,South Lake Tahoe,38.814365,-120.01946,3.0,4.0,2831.0,10018.8,sqft,106.8699537037037,10018.8
2756,18574762.0,875000.0,South Lake Tahoe,38.92995,-119.95721,3.0,3.0,2090.0,6011.28,sqft,63.88068287037037,6011.28
2758,18600816.0,799000.0,South Lake Tahoe,38.902355,-119.98109,2.0,3.0,1398.0,7840.8,sqft,16.84550925925926,7840.8
2759,83902705.0,995000.0,South Lake Tahoe,38.807217,-120.01946,2.0,4.0,2323.0,0.4489999999999999,acres,57.69013888888889,19558.439999999995
2761,18572374.0,689999.0,South Lake Tahoe,38.914448,-119.999306,1.0,2.0,912.0,8712.0,sqft,37.85943287037037,8712.0
2763,79778513.0,945000.0,South Lake Tahoe,38.918495,-119.9938,2.0,3.0,2472.0,5227.2,sqft,92.94913194444445,5227.2
2766,18601104.0,1099000.0,South Lake Tahoe,38.86766,-119.997826,4.0,4.0,3024.0,0.26,acres,303.8450462962963,11325.6
2767,195379799.0,2298000.0,South Lake Tahoe,38.88825,-119.9816,4.0,6.0,4277.0,0.26,acres,142.71420138888888,11325.6
2768,95409740.0,1290000.0,South Lake Tahoe,38.857506,-120.01741,3.0,5.0,2518.0,6098.4,sqft,86.459375,6098.4
2769,339043292.0,1187000.0,South Lake Tahoe,38.924023,-119.982376,3.0,3.0,1833.0,4791.6,sqft,271.41270833333334,4791.6
2770,95385102.0,1699000.0,South Lake Tahoe,38.857693,-120.02093,4.0,5.0,3101.0,0.35,acres,71.9769212962963,15245.999999999998
2771,18570027.0,7600000.0,South Lake Tahoe,39.016487,-120.117584,5.0,4.0,2128.0,0.43,acres,37.72763888888889,18730.8
2774,18584655.0,765000.0,South Lake Tahoe,38.86356,-120.00743,2.0,3.0,1737.0,10018.8,sqft,95.86762731481481,10018.8
2776,458544001.0,2395000.0,South Lake Tahoe,39.010685,-120.117676,4.0,4.0,3669.0,10018.8,sqft,37.02478009259259,10018.8
2777,18584663.0,730000.0,South Lake Tahoe,38.861618,-120.009445,2.0,4.0,1728.0,0.26,acres,96.86163194444444,11325.6
2778,18600444.0,953000.0,South Lake Tahoe,38.892166,-119.980194,2.0,3.0,1888.0,0.4,acres,67.99640046296297,17424.0
2780,18601250.0,0.0,South Lake Tahoe,38.876427,-119.99227,1.0,2.0,1008.0,10018.8,sqft,53.016527777777775,10018.8
2784,69230024.0,1325000.0,South Lake Tahoe,38.81831,-120.02077,3.0,4.0,3211.0,0.25,acres,61.58385416666667,10890.0
2785,18583883.0,1550000.0,South Lake Tahoe,38.856827,-120.01975,3.0,4.0,3262.0,0.6900000000000001,acres,56.57630787037037,30056.4
2788,79794144.0,1110000.0,South Lake Tahoe,38.859337,-120.017845,3.0,4.0,2828.0,6098.4,sqft,393.9537962962963,6098.4
2789,18580358.0,590000.0,South Lake Tahoe,38.923126,-119.97745,1.0,2.0,936.0,4792.0,sqft,89.10248842592593,4792.0
2790,18600466.0,649000.0,South Lake Tahoe,38.892654,-119.977844,2.0,3.0,1584.0,8276.4,sqft,30.577476851851852,8276.4
2791,95453383.0,1199000.0,South Lake Tahoe,38.90342,-120.00445,3.0,3.0,1825.0,5227.2,sqft,87.0434375,5227.2
2792,18583677.0,1148000.0,South Lake Tahoe,38.86365,-120.01363,2.0,3.0,3310.0,0.3299999999999999,acres,169.68775462962964,14374.799999999996
2793,69234149.0,1428000.0,South Lake Tahoe,38.853306,-119.99529,3.0,5.0,2907.0,10019.0,sqft,249.59472222222223,10019.0
2796,18582704.0,1698000.0,South Lake Tahoe,38.881393,-119.985435,5.0,5.0,3732.0,0.91,acres,193.6370486111111,39639.6
2797,18578443.0,1790000.0,South Lake Tahoe,38.94015,-119.94618,3.0,5.0,2960.0,10018.8,sqft,51.75575231481481,10018.8
2798,69234153.0,940000.0,South Lake Tahoe,38.82889,-120.020676,3.0,3.0,2240.0,6000.0,sqft,26.76675925925926,6000.0
2800,18583853.0,898000.0,South Lake Tahoe,38.85818,-120.01654,3.0,3.0,2274.0,6098.4,sqft,80.7877199074074,6098.4
2801,440143499.0,3899000.0,South Lake Tahoe,38.952568,-119.94207,5.0,5.0,3358.0,3998.808,sqft,23.031666666666666,3998.808
2806,2059152319.0,750000.0,South Lake Tahoe,38.858757,-120.01118,1.0,2.0,1338.0,0.72,acres,283.58824074074073,31363.199999999997
2809,18584705.0,799000.0,South Lake Tahoe,38.861603,-120.00568,3.0,6.0,1950.0,8712.0,sqft,270.39043981481484,8712.0
2871,300168817.0,399900.0,Mammoth Lakes,37.615532,-119.01405,2.0,2.0,1016.0,6098.4,sqft,17.492326388888888,6098.4
2873,19227904.0,2100000.0,Mammoth Lakes,37.630222,-118.98305,3.0,3.0,1934.0,0.49,acres,7.819548611111111,21344.399999999998
2877,19229250.0,1799000.0,Mammoth Lakes,37.65049,-118.99135,3.0,3.0,2205.0,9583.2,sqft,2.705740740740741,9583.2
2878,19229794.0,1699000.0,Mammoth Lakes,37.638992,-118.98751,3.0,4.0,1800.0,7405.2,sqft,2.031203703703704,7405.2
2880,68995790.0,1150000.0,Crowley Lake,37.564972,-118.75033,3.0,3.0,1963.0,0.4599999999999999,acres,3.70193287037037,20037.599999999995
2881,19231922.0,585000.0,Crowley Lake,37.56571,-118.75058,1.0,1.0,1063.0,0.329981634527089,acres,73.82131944444444,14373.999999999996
2882,19229462.0,840000.0,Mammoth Lakes,37.64578,-118.987434,2.0,3.0,1400.0,871.2,sqft,0.9878356481481482,871.2
2886,19232271.0,699000.0,Mammoth Lakes,37.56541,-118.683105,2.0,3.0,1344.0,0.5,acres,54.023148148148145,21780.0
2888,19229653.0,1325000.0,Mammoth Lakes,37.646328,-118.99479,2.0,2.0,1725.0,9583.2,sqft,29.713877314814816,9583.2
2891,19229982.0,5324670.0,Mammoth Lakes,37.63475,-118.993835,6.0,5.0,5330.0,0.3399999999999999,acres,49.822858796296295,14810.399999999996
2892,112416868.0,1595000.0,Mammoth Lakes,37.642677,-118.95608,4.0,4.0,2813.0,7405.2,sqft,18.91065972222222,7405.2
2893,68963496.0,1699000.0,Mammoth Lakes,37.627506,-118.99493,2.0,4.0,1647.0,1.47,acres,30.891655092592593,64033.2
2894,19228083.0,2790000.0,Mammoth Lakes,37.627357,-118.98187,2.0,5.0,1624.0,3.1,acres,35.62429398148148,135036.0
2896,19229882.0,1629000.0,Mammoth Lakes,37.635624,-118.98427,4.0,4.0,2302.0,8276.4,sqft,61.96407407407408,8276.4
2897,19231792.0,1600000.0,Mammoth Lakes,37.63629,-118.97945,3.0,3.0,2020.0,7840.8,sqft,24.52287037037037,7840.8
2898,19229053.0,1399000.0,Mammoth Lakes,37.64322,-118.998634,2.0,2.0,1626.0,9583.2,sqft,112.94175925925926,9583.2
2899,19229256.0,2127000.0,Mammoth Lakes,37.65033,-118.99272,3.0,4.0,2767.0,0.25,acres,52.043958333333336,10890.0
2904,19231407.0,2098000.0,Mammoth Lakes,37.640213,-118.95394,4.0,5.0,3764.0,8276.4,sqft,157.37996527777779,8276.4
2906,19228134.0,3575000.0,Mammoth Lakes,37.62378,-118.98946,5.0,5.0,4650.0,0.36,acres,680.9408449074074,15681.599999999999
2907,461414388.0,768000.0,Mammoth Lakes,37.565228,-118.68184,2.0,3.0,1282.0,7405.2,sqft,81.94019675925927,7405.2
2908,68995285.0,2699000.0,Mammoth Lakes,37.627434,-118.9938,4.0,4.0,3720.0,0.5,acres,284.7919097222222,21780.0
2909,19229537.0,1275000.0,Mammoth Lakes,37.645325,-118.99241,4.0,5.0,2500.0,7405.2,sqft,290.8258333333333,7405.2
2910,19230376.0,3795000.0,Mammoth Lakes,37.643097,-118.99098,6.0,5.0,3834.0,0.25,acres,105.70336805555556,10890.0
2911,19229902.0,2099000.0,Mammoth Lakes,37.63497,-118.98486,4.0,5.0,4355.0,7840.8,sqft,10.80613425925926,7840.8
2912,2064535077.0,1980000.0,Mammoth Lakes,37.645008,-118.99702,4.0,4.0,4529.0,8712.0,sqft,37.69223379629629,8712.0
2914,97450564.0,5850000.0,Mammoth Lakes,37.640297,-118.99603,6.0,5.0,6352.0,0.2799999999999999,acres,689.7908796296297,12196.799999999996
2919,97454407.0,2999000.0,Mammoth Lakes,37.639015,-118.975655,4.0,5.0,3802.0,0.4,acres,81.7618287037037,17424.0
2935,97445549.0,3999000.0,Mammoth Lakes,37.635635,-118.994,4.0,4.0,3497.0,10454.4,sqft,127.5899537037037,10454.4
2940,19229753.0,3980000.0,Mammoth Lakes,37.639008,-118.989,6.0,5.0,3668.0,7405.2,sqft,81.71174768518519,7405.2
2990,17620965.0,549900.0,Big Bear Lake,34.239616,-116.860275,3.0,3.0,1588.0,10336.0,sqft,0.9646180555555556,10336.0
2992,17618703.0,439000.0,Big Bear Lake,34.237946,-116.88635,1.0,2.0,976.0,7350.0,sqft,3.6888194444444444,7350.0
2993,17387125.0,299900.0,Big Bear Lake,34.229733,-116.85351,1.0,2.0,864.0,8784.0,sqft,3.6888194444444444,8784.0
2994,17620837.0,450000.0,Big Bear Lake,34.237476,-116.86316,2.0,3.0,1402.0,6696.0,sqft,2.6888194444444444,6696.0
2995,17618182.0,789900.0,Big Bear Lake,34.248806,-116.89047,3.0,4.0,2163.0,9628.0,sqft,1.6888194444444444,9628.0
2998,17384438.0,249900.0,Big Bear Lake,34.241936,-116.92503,1.0,1.0,560.0,4000.0,sqft,125.68881944444445,4000.0
2999,17620207.0,525000.0,Big Bear Lake,34.24134,-116.86855,3.0,5.0,1508.0,10201.0,sqft,5.688819444444444,10201.0
3000,17386951.0,899900.0,Big Bear Lake,34.225624,-116.85554,3.0,4.0,2856.0,9000.0,sqft,19.688819444444444,9000.0
3002,17384494.0,439000.0,Big Bear Lake,34.241463,-116.92351,2.0,3.0,1294.0,7200.0,sqft,3.6888194444444444,7200.0
3003,69002113.0,1625000.0,Big Bear Lake,34.257347,-116.87994,4.0,6.0,3625.0,9500.0,sqft,3.6888194444444444,9500.0
3004,59195776.0,379900.0,Big Bear Lake,34.240486,-116.924385,2.0,2.0,1000.0,6000.0,sqft,207.68881944444445,6000.0
3005,2055036493.0,674999.0,Big Bear Lake,34.235004,-116.855,2.0,3.0,1560.0,0.3319559228650138,acres,172.68881944444445,14460.000000000002
3006,462487669.0,300000.0,Big Bear Lake,34.23544,-116.93458,1.0,2.0,496.0,496.0,sqft,36.06087962962963,496.0
3007,17620693.0,530000.0,Big Bear Lake,34.239883,-116.86573,2.0,3.0,1540.0,5100.0,sqft,5.688819444444444,5100.0
3008,455134698.0,444777.0,Big Bear Lake,34.24499,-116.93349,2.0,3.0,1091.0,2400.0,sqft,339.68881944444445,2400.0
3009,450221672.0,475000.0,Big Bear Lake,34.237286,-116.87173,1.0,1.0,722.0,2500.0,sqft,2.6888194444444444,2500.0
3010,17383738.0,345000.0,Big Bear Lake,34.24074,-116.93461,1.0,2.0,760.0,3007.0,sqft,1.8319328703703703,3007.0
3011,17387237.0,899000.0,Big Bear Lake,34.232414,-116.85205,2.0,3.0,2198.0,0.5234159779614325,acres,2.6888194444444444,22800.0
3012,17382567.0,499999.0,Big Bear Lake,34.243786,-116.9476,2.0,3.0,1226.0,9000.0,sqft,211.68881944444445,9000.0
3013,137976483.0,988000.0,Big Bear Lake,34.245426,-116.87239,3.0,4.0,1962.0,7500.0,sqft,3.6531481481481483,7500.0
3014,2102226075.0,1199900.0,Big Bear Lake,34.245346,-116.869415,3.0,5.0,3664.0,10825.0,sqft,3.6888194444444444,10825.0
3015,17384481.0,499900.0,Big Bear Lake,34.241108,-116.9255,3.0,3.0,1474.0,2500.0,sqft,4.688819444444444,2500.0
3016,17619856.0,289900.0,Big Bear Lake,34.236286,-116.87277,1.0,2.0,660.0,2500.0,sqft,70.68881944444445,2500.0
3017,17620440.0,624900.0,Big Bear Lake,34.236595,-116.86693,3.0,3.0,1724.0,6300.0,sqft,17.688819444444444,6300.0
